,AdjClose,Close,Date,High,Low,Open,Volume
2592,"13,449.24","13,449.24","Oct 13, 2005","13,475.86","13,266.98","13,388.02","134,600"
2593,"13,463.74","13,463.74","Oct 12, 2005","13,704.09","13,463.74","13,565.87","202,200"
2594,"13,556.71","13,556.71","Oct 11, 2005","13,556.71","13,241.84","13,280.33","170,600"
2595,"13,227.74","13,227.74","Oct 7, 2005","13,332.12","13,221.33","13,279.30","163,000"
2596,"13,359.51","13,359.51","Oct 6, 2005","13,554.56","13,285.83","13,554.56","180,200"
2597,"13,689.89","13,689.89","Oct 5, 2005","13,783.60","13,655.94","13,761.81","181,200"
2598,"13,738.84","13,738.84","Oct 4, 2005","13,738.84","13,593.01","13,597.38","201,600"
2599,"13,525.28","13,525.28","Oct 3, 2005","13,584.61","13,454.67","13,566.20","203,400"
2600,"13,574.30","13,574.30","Sep 30, 2005","13,678.44","13,539.15","13,677.45","198,400"
2601,"13,617.24","13,617.24","Sep 29, 2005","13,617.24","13,440.90","13,515.73","245,800"
2602,"13,435.91","13,435.91","Sep 28, 2005","13,487.85","13,306.52","13,307.53","226,600"
2603,"13,310.04","13,310.04","Sep 27, 2005","13,373.00","13,282.30","13,370.09","237,400"
2604,"13,392.63","13,392.63","Sep 26, 2005","13,392.63","13,229.27","13,229.27","195,000"
2605,"13,159.36","13,159.36","Sep 22, 2005","13,170.36","13,090.28","13,120.89","177,800"
2606,"13,196.57","13,196.57","Sep 21, 2005","13,235.42","13,108.65","13,181.71","230,600"
2607,"13,148.57","13,148.57","Sep 20, 2005","13,159.39","12,991.63","12,991.63","185,200"
2608,"12,958.68","12,958.68","Sep 16, 2005","12,992.99","12,888.74","12,992.18","155,200"
2609,"12,986.78","12,986.78","Sep 15, 2005","12,986.78","12,806.71","12,817.78","158,800"
2610,"12,834.25","12,834.25","Sep 14, 2005","12,871.54","12,830.88","12,847.62","129,000"
2611,"12,901.95","12,901.95","Sep 13, 2005","12,940.68","12,847.19","12,896.22","130,600"
2612,"12,896.43","12,896.43","Sep 12, 2005","12,926.57","12,813.97","12,841.02","126,200"
2613,"12,692.04","12,692.04","Sep 9, 2005","12,692.04","12,556.43","12,561.84","201,400"
2614,"12,533.89","12,533.89","Sep 8, 2005","12,601.02","12,498.40","12,601.02","113,600"
2615,"12,607.59","12,607.59","Sep 7, 2005","12,682.85","12,574.90","12,682.85","111,400"
2616,"12,599.43","12,599.43","Sep 6, 2005","12,730.21","12,581.28","12,686.68","149,200"
2617,"12,634.88","12,634.88","Sep 5, 2005","12,655.15","12,580.37","12,616.30","98,800"
2618,"12,600.00","12,600.00","Sep 2, 2005","12,600.00","12,544.37","12,571.88","89,800"
2619,"12,506.97","12,506.97","Sep 1, 2005","12,573.01","12,501.43","12,501.43","111,200"
2620,"12,413.60","12,413.60","Aug 31, 2005","12,443.94","12,393.68","12,428.60","87,200"
2621,"12,453.14","12,453.14","Aug 30, 2005","12,457.04","12,396.10","12,411.41","101,000"
2622,"12,309.83","12,309.83","Aug 29, 2005","12,386.76","12,274.81","12,386.76","86,400"
2623,"12,439.48","12,439.48","Aug 26, 2005","12,482.63","12,385.03","12,458.08","89,800"
